TractId,State,County,TotalPop,Income,IncomePerCap,Professional,Unemployment
17031020701,Illinois,Cook County,1729,76635.0,36176.0,45.4,6.5
17031020702,Illinois,Cook County,7843,44990.0,17739.0,31.0,8.1
17031020801,Illinois,Cook County,5211,50230.0,27801.0,30.8,7.2
17031020802,Illinois,Cook County,7857,47207.0,21755.0,30.4,6.7
17031020901,Illinois,Cook County,5807,42942.0,18892.0,29.8,6.0
17031020902,Illinois,Cook County,4474,36660.0,18840.0,32.0,5.7
17031030101,Illinois,Cook County,3549,43167.0,35582.0,39.8,7.9
17031030102,Illinois,Cook County,2766,43750.0,38917.0,44.5,6.4
17031030103,Illinois,Cook County,2217,49233.0,28981.0,51.1,9.0
17031030104,Illinois,Cook County,3375,38871.0,20057.0,36.0,13.5
17031030200,Illinois,Cook County,5103,64089.0,46033.0,60.2,6.3
17031030300,Illinois,Cook County,3315,37868.0,25710.0,32.6,7.6
17031030400,Illinois,Cook County,2708,45850.0,35835.0,52.0,13.9
17031030500,Illinois,Cook County,6570,79587.0,47390.0,57.1,2.1
17031030601,Illinois,Cook County,4066,39015.0,27276.0,46.6,2.4
17031030603,Illinois,Cook County,2023,29088.0,33074.0,44.2,3.2
17031030604,Illinois,Cook County,3225,30486.0,31011.0,53.6,5.1
17031030701,Illinois,Cook County,1597,36467.0,26808.0,39.4,7.9
17031030702,Illinois,Cook County,982,73967.0,69989.0,69.5,11.4
17031030703,Illinois,Cook County,2680,40670.0,35540.0,61.5,5.4
17031030706,Illinois,Cook County,4270,41331.0,39876.0,54.8,8.4
17031030800,Illinois,Cook County,4376,72296.0,59052.0,62.2,2.6
17031030900,Illinois,Cook County,3143,88000.0,51169.0,65.5,3.8
17031031000,Illinois,Cook County,4078,72964.0,49121.0,58.2,4.9
17031031100,Illinois,Cook County,4666,65462.0,41575.0,54.8,5.3
17031031200,Illinois,Cook County,5720,35295.0,26277.0,41.9,4.4
17031031300,Illinois,Cook County,8037,42690.0,31742.0,50.4,5.7
17031031400,Illinois,Cook County,4958,68899.0,56331.0,67.2,2.9
17031031501,Illinois,Cook County,4033,26915.0,21774.0,38.2,12.5
17031031502,Illinois,Cook County,4439,24304.0,23506.0,30.6,11.1
17031031700,Illinois,Cook County,7001,44555.0,37413.0,56.2,9.6
17031031800,Illinois,Cook County,1771,69167.0,50959.0,59.6,3.1
17031031900,Illinois,Cook County,2526,61211.0,45551.0,56.7,6.9
17031032100,Illinois,Cook County,7117,52335.0,47025.0,52.9,6.1
17031040100,Illinois,Cook County,3893,79688.0,44057.0,58.6,2.5
17031040201,Illinois,Cook County,7040,68082.0,36582.0,50.2,4.1
17031040202,Illinois,Cook County,7194,39601.0,26709.0,42.9,3.0
17031040300,Illinois,Cook County,2999,96369.0,43309.0,54.4,9.9
17031040401,Illinois,Cook County,3182,90243.0,49734.0,59.8,5.2
17031040402,Illinois,Cook County,5035,81496.0,63382.0,70.4,2.4
17031040600,Illinois,Cook County,2702,85745.0,50066.0,64.5,7.0
17031040700,Illinois,Cook County,3325,76750.0,46474.0,53.2,4.3
17031040800,Illinois,Cook County,1813,74688.0,43747.0,69.3,2.1
17031040900,Illinois,Cook County,1909,76607.0,62380.0,67.8,1.2
17031050100,Illinois,Cook County,2711,95750.0,53387.0,60.1,4.9
17031050200,Illinois,Cook County,5214,74375.0,57295.0,60.6,3.5
17031050300,Illinois,Cook County,2562,79183.0,45297.0,57.0,8.3
17031050500,Illinois,Cook County,6311,121591.0,64262.0,60.3,2.5
17031050600,Illinois,Cook County,2238,104955.0,81782.0,68.8,3.5
17031050700,Illinois,Cook County,1593,128676.0,74502.0,66.4,1.2
17031050800,Illinois,Cook County,1476,111190.0,65728.0,60.3,5.6
17031050900,Illinois,Cook County,1462,87625.0,54560.0,63.1,3.5
17031051000,Illinois,Cook County,1783,106310.0,60570.0,66.4,1.1
17031051100,Illinois,Cook County,1670,124583.0,69238.0,61.3,0.6
17031051200,Illinois,Cook County,1623,120865.0,79240.0,75.0,3.0
17031051300,Illinois,Cook County,2783,149271.0,84812.0,67.1,3.4
17031051400,Illinois,Cook County,1814,100795.0,66310.0,63.4,4.3
17031060100,Illinois,Cook County,2773,91298.0,69126.0,59.7,1.4
17031060200,Illinois,Cook County,2279,69650.0,59098.0,59.2,4.1
17031060300,Illinois,Cook County,3461,114412.0,75127.0,60.5,3.1
17031060400,Illinois,Cook County,3980,123984.0,72448.0,61.3,2.7
17031060500,Illinois,Cook County,1306,41818.0,53936.0,60.8,2.7
17031060800,Illinois,Cook County,4825,85132.0,69585.0,66.3,4.5
17031060900,Illinois,Cook County,7529,57305.0,52930.0,63.6,5.2
17031061000,Illinois,Cook County,2085,108625.0,66760.0,63.0,2.0
17031061100,Illinois,Cook County,1421,107250.0,66078.0,63.4,1.0
17031061200,Illinois,Cook County,1897,106823.0,66510.0,64.6,2.5
17031061500,Illinois,Cook County,1917,117656.0,67579.0,65.4,3.0
17031061800,Illinois,Cook County,1212,65469.0,43281.0,56.8,4.6
17031061901,Illinois,Cook County,3513,58375.0,54320.0,62.9,4.6
17031061902,Illinois,Cook County,4512,63897.0,65887.0,67.0,5.9
17031062000,Illinois,Cook County,3022,74250.0,57437.0,66.7,2.3
17031062100,Illinois,Cook County,3740,91375.0,60598.0,59.5,3.4
17031062200,Illinois,Cook County,2833,108313.0,65576.0,65.7,4.2
17031062300,Illinois,Cook County,1728,136250.0,103159.0,65.1,3.4
17031062400,Illinois,Cook County,1433,138977.0,91747.0,65.9,2.9
17031062500,Illinois,Cook County,1568,128438.0,94414.0,70.1,2.0
17031062600,Illinois,Cook County,2288,144211.0,90474.0,71.7,4.8
17031062700,Illinois,Cook County,2770,135096.0,77614.0,58.1,1.3
17031062800,Illinois,Cook County,3651,140972.0,86711.0,72.1,1.9
17031062900,Illinois,Cook County,3959,116250.0,79545.0,61.2,2.1
17031063000,Illinois,Cook County,3249,95625.0,68095.0,70.2,3.6
17031063100,Illinois,Cook County,2326,92933.0,68171.0,74.7,2.8
17031063200,Illinois,Cook County,7045,64322.0,62714.0,60.2,2.6
17031063301,Illinois,Cook County,2588,48906.0,46216.0,65.9,0.5
17031063302,Illinois,Cook County,4140,74805.0,61209.0,72.5,0.6
17031063303,Illinois,Cook County,1295,78580.0,74115.0,65.7,3.8
17031063400,Illinois,Cook County,2274,95488.0,66132.0,71.8,1.4
17031070101,Illinois,Cook County,3618,69222.0,63602.0,74.3,4.6
17031070102,Illinois,Cook County,2879,67000.0,78498.0,70.8,2.9
17031070103,Illinois,Cook County,1587,57963.0,50318.0,70.8,4.4
17031070200,Illinois,Cook County,4084,84668.0,64879.0,66.2,2.0
17031070300,Illinois,Cook County,3591,120139.0,67118.0,65.0,3.3
17031070400,Illinois,Cook County,3228,90125.0,78219.0,64.1,0.0
17031070500,Illinois,Cook County,3229,120885.0,97731.0,66.7,4.0
17031070600,Illinois,Cook County,3357,151250.0,72778.0,62.6,2.0
17031070700,Illinois,Cook County,4440,122571.0,75829.0,64.7,2.4
17031071000,Illinois,Cook County,4437,121840.0,41969.0,49.1,6.5
17031071100,Illinois,Cook County,3200,116483.0,62114.0,65.4,3.8
17031071200,Illinois,Cook County,1931,104115.0,73475.0,59.9,1.4
17031071300,Illinois,Cook County,3747,103571.0,95255.0,70.5,2.8
17031071400,Illinois,Cook County,4749,71701.0,73262.0,66.3,1.9
17031071500,Illinois,Cook County,5915,89167.0,78862.0,70.4,1.9
17031071600,Illinois,Cook County,1709,120240.0,92357.0,77.4,7.9
17031071700,Illinois,Cook County,1776,137500.0,87520.0,73.8,3.1
17031071800,Illinois,Cook County,2773,149028.0,83423.0,68.0,3.2
17031080100,Illinois,Cook County,6666,118500.0,121323.0,68.6,4.5
17031080201,Illinois,Cook County,3230,79869.0,78353.0,66.6,6.5
17031080202,Illinois,Cook County,3506,81794.0,94718.0,72.1,5.2
17031080300,Illinois,Cook County,4579,117687.0,106804.0,71.8,1.9
17031080400,Illinois,Cook County,4229,30625.0,43885.0,42.6,10.7
17031081000,Illinois,Cook County,7698,51905.0,44118.0,56.9,3.9
17031081100,Illinois,Cook County,4077,72303.0,70671.0,57.4,5.1
17031081201,Illinois,Cook County,4656,88088.0,114165.0,69.6,4.4
17031081202,Illinois,Cook County,3021,113798.0,119208.0,66.9,3.8
17031081300,Illinois,Cook County,5276,85938.0,101011.0,78.0,4.4
17031081401,Illinois,Cook County,2386,62321.0,86015.0,73.8,4.5
17031081402,Illinois,Cook County,5048,109801.0,102498.0,73.3,2.7
17031081403,Illinois,Cook County,7635,102856.0,105851.0,73.5,3.2
17031081500,Illinois,Cook County,4994,103750.0,103193.0,68.5,2.5
17031081600,Illinois,Cook County,3937,103060.0,103517.0,79.5,3.9
17031081700,Illinois,Cook County,3487,95545.0,96825.0,63.1,4.3
17031081800,Illinois,Cook County,8960,116705.0,101358.0,72.0,2.1
17031081900,Illinois,Cook County,935,139063.0,93508.0,51.4,1.9
17031090100,Illinois,Cook County,3558,94375.0,49013.0,41.4,2.5
17031090200,Illinois,Cook County,6803,100808.0,54451.0,52.2,3.5
17031090300,Illinois,Cook County,1392,89205.0,42785.0,43.0,0.6
17031100100,Illinois,Cook County,5498,66265.0,46347.0,31.4,10.2
17031100200,Illinois,Cook County,6762,70549.0,39505.0,33.8,3.2
17031100300,Illinois,Cook County,6272,73558.0,40965.0,41.0,2.0
17031100400,Illinois,Cook County,3289,83594.0,37535.0,49.8,5.7
17031100500,Illinois,Cook County,5492,82865.0,41192.0,35.2,0.7
17031100600,Illinois,Cook County,4892,64151.0,34987.0,37.1,6.2
17031100700,Illinois,Cook County,4731,77324.0,39272.0,34.5,5.3
17031110100,Illinois,Cook County,5229,74440.0,41521.0,42.4,8.7
17031110200,Illinois,Cook County,3235,80240.0,33675.0,34.7,9.1
17031110300,Illinois,Cook County,5242,74537.0,35493.0,34.1,2.3
17031110400,Illinois,Cook County,4367,70344.0,35666.0,38.5,6.0
17031110501,Illinois,Cook County,5325,80098.0,30718.0,39.0,4.7
17031110502,Illinois,Cook County,3410,55194.0,32774.0,32.1,5.1
17031120100,Illinois,Cook County,3826,124338.0,52812.0,57.3,0.5
17031120200,Illinois,Cook County,4793,108954.0,48525.0,57.4,5.0
17031120300,Illinois,Cook County,6665,121793.0,51024.0,61.6,3.8
17031120400,Illinois,Cook County,3713,82167.0,33567.0,39.2,5.6
17031130100,Illinois,Cook County,5327,40503.0,26075.0,48.0,2.1
17031130200,Illinois,Cook County,1565,77800.0,47767.0,57.2,6.9
17031130300,Illinois,Cook County,5532,58214.0,24980.0,41.5,11.8
17031140100,Illinois,Cook County,3613,39961.0,17023.0,29.9,9.3
17031140200,Illinois,Cook County,6228,42694.0,19545.0,21.0,3.5
17031140301,Illinois,Cook County,2900,40192.0,15867.0,21.2,5.2
17031140302,Illinois,Cook County,4254,72577.0,26816.0,45.6,8.8
17031140400,Illinois,Cook County,6884,73906.0,30988.0,36.1,6.2
17031140500,Illinois,Cook County,4237,56278.0,24010.0,29.7,8.9
17031140601,Illinois,Cook County,2760,45769.0,20684.0,22.4,9.1
17031140602,Illinois,Cook County,5251,60508.0,23789.0,25.5,8.8
17031140701,Illinois,Cook County,2911,60100.0,25270.0,35.2,6.5
17031140702,Illinois,Cook County,6154,51324.0,25868.0,30.5,8.4
17031140800,Illinois,Cook County,6800,69545.0,39821.0,45.9,5.8
17031150200,Illinois,Cook County,7701,64545.0,30782.0,34.3,8.0
17031150300,Illinois,Cook County,8150,74106.0,31878.0,39.2,3.7
17031150401,Illinois,Cook County,5266,70203.0,29900.0,27.8,6.2
17031150402,Illinois,Cook County,3668,64545.0,29973.0,23.8,7.6
17031150501,Illinois,Cook County,4050,65893.0,32739.0,32.5,9.9
17031150502,Illinois,Cook County,4243,57857.0,29581.0,36.3,9.0
17031150600,Illinois,Cook County,3899,65543.0,30525.0,36.6,5.1
17031150700,Illinois,Cook County,3994,69265.0,33266.0,27.3,5.1
17031150800,Illinois,Cook County,4914,54414.0,28570.0,25.3,7.9
17031151001,Illinois,Cook County,2404,49674.0,24414.0,29.5,5.9
17031151002,Illinois,Cook County,4360,48225.0,22827.0,26.4,7.2
17031151100,Illinois,Cook County,5612,58269.0,23715.0,27.5,6.4
17031151200,Illinois,Cook County,3687,54671.0,25348.0,34.9,7.3
17031160100,Illinois,Cook County,2688,65161.0,29957.0,43.3,11.2
17031160200,Illinois,Cook County,3093,74219.0,41794.0,56.4,1.9
17031160300,Illinois,Cook County,3834,51511.0,32702.0,39.0,5.8
17031160400,Illinois,Cook County,4708,49216.0,26614.0,38.0,8.0
17031160501,Illinois,Cook County,4237,56477.0,23341.0,25.4,3.9
17031160502,Illinois,Cook County,3905,58776.0,25474.0,33.9,6.9
17031160601,Illinois,Cook County,3674,67113.0,29962.0,41.0,2.4
17031160602,Illinois,Cook County,3679,59821.0,30032.0,34.8,4.0
17031160700,Illinois,Cook County,6533,65281.0,32133.0,35.8,7.4
17031160800,Illinois,Cook County,5164,57261.0,28355.0,39.0,6.1
17031160900,Illinois,Cook County,2470,80551.0,39648.0,57.5,6.8
17031161000,Illinois,Cook County,2027,73342.0,41107.0,47.9,5.1
17031161100,Illinois,Cook County,1935,101848.0,60360.0,64.0,2.5
17031161200,Illinois,Cook County,3021,61466.0,26189.0,29.2,4.7
17031161300,Illinois,Cook County,3638,45616.0,22603.0,33.6,7.6
17031170100,Illinois,Cook County,1805,39643.0,29744.0,40.7,4.6
17031170200,Illinois,Cook County,4178,71660.0,26827.0,31.1,4.9
17031170300,Illinois,Cook County,5496,59554.0,25840.0,31.8,2.8
17031170400,Illinois,Cook County,3765,56645.0,29416.0,28.7,3.3
17031170500,Illinois,Cook County,5504,78650.0,30877.0,35.6,5.9
17031170600,Illinois,Cook County,2631,71875.0,29925.0,29.9,6.5
17031170700,Illinois,Cook County,2941,74414.0,30454.0,29.1,5.7
17031170800,Illinois,Cook County,4060,67391.0,27134.0,26.6,5.3
17031170900,Illinois,Cook County,1868,49508.0,24160.0,26.6,6.1
17031171000,Illinois,Cook County,7597,67308.0,33358.0,29.3,7.3
17031171100,Illinois,Cook County,3844,65952.0,27314.0,33.4,3.0
17031180100,Illinois,Cook County,6210,59286.0,29616.0,23.9,6.0
17031190100,Illinois,Cook County,2534,35565.0,16115.0,19.8,8.7
17031190200,Illinois,Cook County,5525,55842.0,19011.0,24.3,5.4
17031190300,Illinois,Cook County,5302,46010.0,20434.0,17.5,9.6
17031190401,Illinois,Cook County,3983,56016.0,22256.0,20.3,14.1
17031190402,Illinois,Cook County,5434,46993.0,21717.0,20.0,11.0
17031190601,Illinois,Cook County,5126,50781.0,19151.0,14.5,9.3
17031190602,Illinois,Cook County,5867,51986.0,18147.0,10.8,8.1
17031190701,Illinois,Cook County,2861,44797.0,16871.0,14.6,8.3
17031190702,Illinois,Cook County,5177,40761.0,14990.0,10.8,9.8
17031190800,Illinois,Cook County,7222,42279.0,17121.0,20.2,12.3
17031190900,Illinois,Cook County,2226,39706.0,18847.0,16.4,2.4
17031191000,Illinois,Cook County,2653,48125.0,18668.0,17.3,10.8
17031191100,Illinois,Cook County,7618,47750.0,15338.0,10.2,7.3
17031191200,Illinois,Cook County,3832,44167.0,13959.0,6.5,5.9
17031191301,Illinois,Cook County,5686,42910.0,15009.0,10.3,9.8
17031191302,Illinois,Cook County,5370,43403.0,16539.0,17.1,12.4
17031200100,Illinois,Cook County,4275,44419.0,21974.0,29.1,4.6
17031200200,Illinois,Cook County,4805,37346.0,19623.0,16.0,6.4
17031200300,Illinois,Cook County,2130,40385.0,17663.0,15.3,10.1
17031200401,Illinois,Cook County,3642,38309.0,15336.0,14.5,13.3
17031200402,Illinois,Cook County,4241,42135.0,16547.0,17.4,4.7
17031210100,Illinois,Cook County,3517,56705.0,31279.0,46.8,5.5
17031210400,Illinois,Cook County,2780,42364.0,21799.0,27.6,6.1
17031210501,Illinois,Cook County,3500,42990.0,21007.0,25.3,8.8
17031210502,Illinois,Cook County,4653,44750.0,18581.0,29.1,7.1
17031210601,Illinois,Cook County,2725,61141.0,25249.0,26.7,4.3
17031210602,Illinois,Cook County,4032,54700.0,32014.0,43.3,3.7
17031210700,Illinois,Cook County,4253,51758.0,27729.0,45.0,7.0
17031210800,Illinois,Cook County,1081,59615.0,39004.0,35.2,2.3
17031210900,Illinois,Cook County,2952,54688.0,33850.0,42.1,2.9
17031220300,Illinois,Cook County,2177,85288.0,50746.0,59.1,5.6
17031220400,Illinois,Cook County,2569,88043.0,45976.0,63.7,1.2
17031220500,Illinois,Cook County,2552,80433.0,49268.0,62.3,2.4
17031220601,Illinois,Cook County,1893,58558.0,29356.0,55.3,3.6
17031220602,Illinois,Cook County,5164,44091.0,31369.0,43.7,5.2
17031220701,Illinois,Cook County,3337,67415.0,28332.0,34.5,5.5
17031220702,Illinois,Cook County,3853,61186.0,24277.0,25.7,3.0
17031220901,Illinois,Cook County,2965,41047.0,20450.0,22.8,8.4
17031220902,Illinois,Cook County,2943,46574.0,21504.0,28.2,5.0
17031221000,Illinois,Cook County,2962,38250.0,21489.0,35.9,9.9
17031221100,Illinois,Cook County,5296,53846.0,25630.0,43.3,4.7
17031221200,Illinois,Cook County,3249,82941.0,46843.0,58.0,4.6
17031221300,Illinois,Cook County,2803,62679.0,37290.0,47.6,5.8
17031221400,Illinois,Cook County,3067,70313.0,39436.0,52.4,2.6
17031221500,Illinois,Cook County,2783,58268.0,38014.0,48.5,4.7
17031221600,Illinois,Cook County,3025,107841.0,76678.0,70.2,2.3
17031222200,Illinois,Cook County,2123,130990.0,79789.0,62.3,3.9
17031222500,Illinois,Cook County,1622,58000.0,25692.0,43.5,6.7
17031222600,Illinois,Cook County,1517,65341.0,36139.0,57.5,5.4
17031222700,Illinois,Cook County,2692,62100.0,25772.0,32.9,5.6
17031222800,Illinois,Cook County,972,40435.0,20268.0,31.9,1.1
17031222900,Illinois,Cook County,926,43750.0,20231.0,19.9,7.3
17031230100,Illinois,Cook County,1753,51875.0,23069.0,38.4,7.3
17031230200,Illinois,Cook County,2131,44129.0,16561.0,27.5,10.4
17031230300,Illinois,Cook County,1033,41033.0,14613.0,23.8,6.4
17031230400,Illinois,Cook County,2371,56250.0,19567.0,22.5,12.7
17031230500,Illinois,Cook County,3729,31473.0,13278.0,20.1,6.7
17031230600,Illinois,Cook County,6606,34716.0,14196.0,11.8,20.5
17031230700,Illinois,Cook County,5677,39298.0,15288.0,16.0,5.2
17031230800,Illinois,Cook County,1359,68250.0,22734.0,28.1,13.0
17031230900,Illinois,Cook County,5330,38611.0,21521.0,29.9,10.9
17031231100,Illinois,Cook County,1348,33750.0,19309.0,16.4,23.6
17031231200,Illinois,Cook County,6138,29120.0,14903.0,10.5,12.9
17031231500,Illinois,Cook County,6699,28013.0,12919.0,9.0,13.9
17031240200,Illinois,Cook County,1592,124545.0,82010.0,69.7,1.7
17031240300,Illinois,Cook County,1251,116042.0,82222.0,74.3,2.4
17031240500,Illinois,Cook County,2294,151369.0,104544.0,72.7,0.4
17031240600,Illinois,Cook County,1644,103333.0,58345.0,55.1,6.3
17031240700,Illinois,Cook County,1652,57321.0,37889.0,48.8,6.6
17031240800,Illinois,Cook County,1587,44444.0,26836.0,56.1,8.4
17031240900,Illinois,Cook County,1015,39219.0,30775.0,56.3,5.7
17031241000,Illinois,Cook County,2220,59327.0,24817.0,40.0,5.8
17031241100,Illinois,Cook County,3904,79803.0,35808.0,42.7,7.2
17031241200,Illinois,Cook County,1862,104750.0,62907.0,68.0,1.3
17031241300,Illinois,Cook County,2031,117396.0,67739.0,66.0,6.4
17031241400,Illinois,Cook County,5089,101480.0,68249.0,74.8,1.5
17031241500,Illinois,Cook County,2911,123304.0,73678.0,69.8,2.3
17031241600,Illinois,Cook County,3526,91983.0,54781.0,58.5,5.0
17031242000,Illinois,Cook County,5156,64559.0,38652.0,54.2,7.1
17031242100,Illinois,Cook County,3803,125217.0,66504.0,65.0,3.8
17031242200,Illinois,Cook County,3373,92083.0,68754.0,65.0,3.0
17031242300,Illinois,Cook County,3034,86976.0,61809.0,69.5,3.3
17031242400,Illinois,Cook County,2866,77311.0,46005.0,51.6,3.8
17031242500,Illinois,Cook County,3609,64167.0,35140.0,56.9,6.0
17031242600,Illinois,Cook County,5959,56314.0,35063.0,43.7,8.4
17031242700,Illinois,Cook County,1627,31375.0,24702.0,36.0,11.9
17031242800,Illinois,Cook County,1551,80679.0,43571.0,52.2,8.1
17031242900,Illinois,Cook County,1601,67500.0,50143.0,52.9,0.5
17031243000,Illinois,Cook County,2273,73320.0,46367.0,46.5,4.4
17031243100,Illinois,Cook County,2259,101458.0,52728.0,53.6,3.9
17031243200,Illinois,Cook County,2318,108750.0,58854.0,57.3,2.9
17031243300,Illinois,Cook County,2358,76339.0,52566.0,55.7,3.5
17031243400,Illinois,Cook County,2804,87708.0,51575.0,62.0,5.0
17031243500,Illinois,Cook County,3263,101375.0,75426.0,67.3,5.7
17031250200,Illinois,Cook County,2748,45859.0,17664.0,27.7,20.6
17031250300,Illinois,Cook County,4827,31551.0,15855.0,21.2,11.4
17031250400,Illinois,Cook County,4438,34564.0,19096.0,27.1,13.1
17031250500,Illinois,Cook County,7669,74347.0,34323.0,40.9,10.7
17031250600,Illinois,Cook County,4068,45469.0,22717.0,24.8,13.9
17031250700,Illinois,Cook County,5194,31370.0,20168.0,22.8,12.5
17031250800,Illinois,Cook County,2415,38462.0,16408.0,17.0,14.3
17031251000,Illinois,Cook County,907,37000.0,23745.0,39.5,19.3
17031251100,Illinois,Cook County,4103,21274.0,14349.0,15.9,13.3
17031251200,Illinois,Cook County,4351,44428.0,16334.0,23.3,20.3
17031251300,Illinois,Cook County,4446,29255.0,17110.0,25.4,21.5
17031251400,Illinois,Cook County,4544,29518.0,17701.0,25.6,11.6
17031251500,Illinois,Cook County,4194,21567.0,16559.0,15.0,23.8
17031251600,Illinois,Cook County,4063,33189.0,13583.0,13.4,11.1
17031251700,Illinois,Cook County,1321,31250.0,12841.0,14.4,19.8
17031251800,Illinois,Cook County,5275,23295.0,12771.0,19.0,19.0
17031251900,Illinois,Cook County,4862,20092.0,11267.0,20.7,29.4
17031252000,Illinois,Cook County,5738,21879.0,16373.0,16.4,7.3
17031252101,Illinois,Cook County,1390,21339.0,18203.0,23.2,12.2
17031252102,Illinois,Cook County,6980,39243.0,15786.0,20.5,12.3
17031252201,Illinois,Cook County,2927,33295.0,15716.0,25.4,21.4
17031252202,Illinois,Cook County,4757,26826.0,11710.0,13.4,21.7
17031260100,Illinois,Cook County,1249,15778.0,12510.0,27.1,20.4
17031260200,Illinois,Cook County,1223,33750.0,13289.0,17.9,20.4
17031260300,Illinois,Cook County,1583,30234.0,12916.0,17.2,25.2
17031260400,Illinois,Cook County,1292,18218.0,10493.0,22.8,24.2
17031260500,Illinois,Cook County,1587,29545.0,14393.0,9.8,13.8
17031260600,Illinois,Cook County,1989,20882.0,8917.0,10.2,31.5
17031260700,Illinois,Cook County,1774,23367.0,10734.0,13.3,14.0
17031260800,Illinois,Cook County,2681,22083.0,16791.0,19.2,18.7
17031260900,Illinois,Cook County,1379,22000.0,10191.0,14.3,20.2
17031261000,Illinois,Cook County,2398,24688.0,12337.0,21.1,13.7
17031270500,Illinois,Cook County,1690,16103.0,13588.0,16.1,23.3
17031271200,Illinois,Cook County,1214,26098.0,11009.0,34.9,18.1
17031271300,Illinois,Cook County,1261,24878.0,18316.0,28.7,18.3
17031271400,Illinois,Cook County,1353,24271.0,15651.0,35.4,15.0
17031271500,Illinois,Cook County,1483,30729.0,13972.0,19.8,11.6
17031271800,Illinois,Cook County,783,16477.0,6660.0,29.9,16.9
17031280100,Illinois,Cook County,6567,129148.0,108691.0,77.5,3.2
17031280400,Illinois,Cook County,1715,35275.0,17739.0,29.5,16.2
17031280800,Illinois,Cook County,1008,21250.0,14301.0,21.9,27.7
17031280900,Illinois,Cook County,1014,19485.0,18552.0,33.0,29.8
17031281900,Illinois,Cook County,5719,88708.0,68682.0,78.5,4.2
17031282700,Illinois,Cook County,2290,67467.0,29413.0,55.9,13.7
17031282800,Illinois,Cook County,1642,53438.0,37561.0,55.2,8.1
17031283100,Illinois,Cook County,3003,42917.0,26556.0,66.7,6.6
17031283200,Illinois,Cook County,1587,78750.0,43862.0,64.5,6.2
17031283800,Illinois,Cook County,3855,62548.0,36041.0,54.7,14.5
17031290900,Illinois,Cook County,4076,24071.0,11882.0,12.2,32.8
17031291200,Illinois,Cook County,2664,24650.0,11623.0,23.0,27.9
17031291600,Illinois,Cook County,1057,48180.0,16757.0,35.0,1.5
17031292200,Illinois,Cook County,2922,31902.0,14549.0,22.3,26.5
17031292400,Illinois,Cook County,2421,29018.0,14721.0,19.1,8.5
17031292500,Illinois,Cook County,4070,40324.0,16604.0,19.9,20.1
17031300500,Illinois,Cook County,2781,38047.0,13980.0,10.0,6.6
17031300600,Illinois,Cook County,3064,41286.0,13680.0,26.0,12.2
17031300700,Illinois,Cook County,4778,34153.0,11865.0,10.2,6.1
17031300800,Illinois,Cook County,4127,29844.0,9927.0,5.6,10.4
17031300900,Illinois,Cook County,4382,27859.0,12271.0,12.5,2.5
17031301100,Illinois,Cook County,2772,28135.0,12516.0,19.2,13.4
17031301200,Illinois,Cook County,3435,26076.0,12263.0,13.0,13.9
17031301600,Illinois,Cook County,5108,32375.0,12145.0,9.4,10.9
17031301701,Illinois,Cook County,3994,31775.0,13452.0,13.5,7.0
17031301702,Illinois,Cook County,4476,40417.0,12581.0,7.7,7.4
17031301801,Illinois,Cook County,3840,35784.0,15411.0,15.3,6.3
17031301802,Illinois,Cook County,3346,32500.0,11510.0,10.1,12.9
17031301803,Illinois,Cook County,5506,35960.0,12262.0,8.8,6.7
17031310200,Illinois,Cook County,1465,57273.0,29773.0,55.1,3.3
17031310300,Illinois,Cook County,1696,48542.0,26963.0,49.9,16.5
17031310400,Illinois,Cook County,1171,52379.0,31553.0,48.6,0.7
17031310500,Illinois,Cook County,1387,45781.0,21908.0,28.4,4.6
17031310600,Illinois,Cook County,4377,31991.0,22932.0,33.8,3.3
17031310700,Illinois,Cook County,1456,43173.0,18614.0,25.4,9.8
17031310800,Illinois,Cook County,4397,48243.0,21158.0,34.3,4.1
17031310900,Illinois,Cook County,5466,36913.0,16463.0,24.6,10.8
17031320100,Illinois,Cook County,12739,116587.0,104339.0,75.6,4.0
17031320400,Illinois,Cook County,3167,160833.0,58691.0,60.4,9.0
17031320600,Illinois,Cook County,4672,101311.0,72985.0,71.9,5.4
17031330100,Illinois,Cook County,19015,97897.0,86959.0,70.2,3.1
17031330200,Illinois,Cook County,3727,78925.0,69721.0,63.1,1.9
17031340300,Illinois,Cook County,1792,32321.0,21512.0,21.5,12.9
17031340400,Illinois,Cook County,2150,34712.0,17051.0,19.4,8.1
17031340500,Illinois,Cook County,1638,25242.0,22095.0,35.0,12.1
17031340600,Illinois,Cook County,995,11622.0,9002.0,34.8,44.9
17031350100,Illinois,Cook County,2239,43548.0,31939.0,64.0,7.9
17031350400,Illinois,Cook County,1856,10980.0,6553.0,8.7,41.3
17031351000,Illinois,Cook County,3776,46850.0,35411.0,59.0,9.3
17031351100,Illinois,Cook County,2102,10825.0,8380.0,31.4,32.3
17031351400,Illinois,Cook County,1939,13149.0,15709.0,15.9,40.9
17031351500,Illinois,Cook County,507,23700.0,18570.0,44.3,21.5
17031360200,Illinois,Cook County,1583,23594.0,12962.0,30.9,23.8
17031380100,Illinois,Cook County,1932,19328.0,20491.0,44.2,23.3
17031380200,Illinois,Cook County,1845,20536.0,21891.0,37.5,6.6
17031380500,Illinois,Cook County,800,19358.0,10249.0,9.2,29.5
17031380700,Illinois,Cook County,1243,35833.0,18080.0,14.5,18.2
17031381200,Illinois,Cook County,1792,38370.0,38806.0,40.1,5.0
